Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Applicant_per_position
Junior Operations Specialist - Corporate Tourism,Full Time,on-site,Air Arabia,Giza,24,80.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['travel', 'tourism', 'operations', 'operations', 'leisure', 'junior', 'travel', 'gds systems', 'gcc compiler', 'business', 'business-to-business']",both,201,1.0,3.0,Mohandessin,80.0
Key Account Manager-Skin Care Expert,Full Time,on-site,Mazaya,cairo,28,29.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['communication', 'customer care', 'customer service', 'negotiation', 'sales', 'sales']",both,201,4.0,6.0,Cairo,29.0
Laboratory Section Head,Full Time,on-site,Al-Amal Al-sharif For Plastic,cairo,28,15.0,1,Manager,Not Specified,Confidential,Operations/Management,"['iso/iec17025:2017', 'astm standards', 'good laboratory practice (glp)', 'pfmea', 'polypropylene water pipes', 'polymer', 'quality system']",both,201,7.0,10.0,10th of Ramadan City,15.0
Learning & Development Specialist - QA,Full Time,on-site,InstaShop,cairo,12,21.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['training of trainers', 'training', 'quality assurance', 'customer support', 'communication', 'education', 'english', 'business development', 'training needs analysis']",both,201,1.0,2.0,Katameya,21.0
Library Project Manager,Full Time,on-site,Not Specified,cairo,56,23.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['library science', 'library systems']",both,201,5.0,15.0,Nasr City,23.0
Maintenance Manager,Full Time,on-site,Not Specified,cairo,56,187.0,1,Manager,Not Specified,Confidential,Operations/Management,"['maintenance', 'plc', 'cnc', 'pumps', 'comressor', 'mechanical', 'electrical', 'hydraulic', 'mechanical engineering', 'maintenance manager', 'engineering']",both,201,10.0,15.0,10th of Ramadan City,187.0
Managing Director for a food products Company,Full Time,on-site,Fresh Food,Giza,28,150.0,1,Manager,Bachelor'S Degree,"Confidential, ⁃ From Sunday To Thursday 9 To 5 PM ⁃ Weekends: Fridays & Saturdays ⁃ Location: 6 October City",Operations/Management,['director'],both,201,5.0,5.0,6th of October,150.0
Media & Public Relations Manager,Full Time,on-site,Elsherif Mills,"Baltim, Kafr Alsheikh",21,,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['campaigns', 'analytics', 'google analytics', 'marketing campaigns', 'online marketing', 'sales target', 'marketing', 'sales', 'adwords', 'sales', 'target', 'google adwords']",both,201,3.0,5.0,Baltim,
"Modern Trade Manager,FMCG",Full Time,on-site,El Banna Group Company,Sharqia,56,59.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['sales', 'sales target', 'sales', 'sales', 'fast-moving consumer goods', 'communication']",Males Preferred,201,7.0,10.0,10th of Ramadan City,59.0
Night Manager,Full Time,on-site,Not Specified,"Qanater Khairya, Qalubia",28,43.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['administration', 'leadership', 'microsoft', 'secretary']",both,201,5.0,,Qanater Khairya,43.0
Operation Agent,Full Time,on-site,ByGrit,cairo,28,71.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Operations/Management,"['customer service', 'customer care', 'english', 'sales', 'operations', 'customer support', 'research', 'customer relationship']",both,201,1.0,3.0,New Cairo,71.0
Operation Coordinator,Full Time,on-site,FDR,Giza,56,95.0,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Operations/Management,"['coordination', 'human resources', 'microsoft', 'computer', 'operations', 'customer support', 'administration', 'business', 'communication', 'logistics']",both,201,1.0,5.0,Giza,47.0
Operation Director,Full Time,on-site,Beta developments,Giza,28,113.0,1,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Operations/Management,"['operations', 'director', 'business administration', 'communication', 'marketing', 'operations', 'property', 'real estate', 'sales', 'leadership', 'education', 'administration']",both,201,10.0,15.0,6th of October,113.0
Operation Import Specialist,Full Time,on-site,Egytrans,Alexandria,19,25.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['communication', 'operations', 'freight', 'logistics', 'customer service']",both,201,3.0,6.0,Alexandria,25.0
Operation Manager,Full Time,on-site,"international Trade Office Group "" ITOG""",Alexandria,6,42.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['engineering', 'cement', 'coke', 'operation', 'industrial', 'production']",Male,201,15.0,,Bourj Alarab,42.0
Operational Excellence Specialist,Full Time,on-site,Ovo Egypt,Giza,28,25.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['project professional', 'engineering', 'lean', 'data', 'six sigma', 'operations', 'project', 'production process', 'business development']",both,201,3.0,5.0,6th of October,25.0
Operational Project Manager,Full Time,on-site,Not Specified,cairo,23,131.0,1,Manager,Not Specified,Confidential,Operations/Management,"['engineering', 'facility', 'maintenance', 'project', 'operations', 'project', 'project professional']",both,201,12.0,20.0,New Cairo,131.0
Operations Analyst,Full Time,on-site,Not Specified,"Montreal, Canada",3,20.0,1,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 20000 EGP Per Month, Yearly Bonus",Operations/Management,"['microsoft excel', 'microsoft outlook', 'analysis']",both,201,3.0,5.0,Montreal,20.0
Operations Coordinator,Full Time,on-site,Babeleye,cairo,28,41.0,1,Experienced (Non-Manager),Bachelor'S Degree,8000 To 10000 EGP Per Month,Operations/Management,"['operations', 'operations', 'english', 'business administration', 'project']",both,201,1.0,2.0,Maadi,41.0
Operations Executive,Full Time,on-site,Not Specified,cairo,13,87.0,1,Student (Undergrad / Postgrad),Diploma,"100 To 120 USD Per Month, Salary Is Paid In USD",Operations/Management,"['administration', 'excel', 'microsoft', 'logistics', 'operations', 'communication', 'computer']",both,201,0.0,1.0,Cairo,87.0
Operations Manager,Full Time,on-site,Not Specified,cairo,21,263.0,1,Manager,Bachelor'S Degree,"Confidential, Commotion",Operations/Management,"['arabic', 'communication', 'control', 'development', 'english', 'financial', 'hospitality', 'microsoft', 'operations', 'to', 'sales', 'analysis', 'business', 'leadership', 'logistics', 'operations']",both,201,1.0,5.0,New Cairo,263.0
Operations Manager,Full Time,on-site,Shawerma and sauce,cairo,27,70.0,1,Manager,Not Specified,Confidential,Operations/Management,"['food & beverage', 'food hygiene', 'food safety', 'food processing']",both,201,2.0,5.0,Cairo,70.0
Operations Manager,Full Time,on-site,Not Specified,cairo,56,174.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['food', 'operations', 'retail']",both,201,3.0,10.0,Nasr City,174.0
Operations Manager,Full Time,on-site,YouMats,cairo,56,128.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['control', 'excel', 'microsoft', 'operations', 'sales']",both,201,3.0,4.0,Cairo,128.0
Operations Manager,Full Time,on-site,SINASTRA,Beni Suef,28,59.0,1,Manager,Bachelor'S Degree,"30000 To 35000 EGP Per Month, Transportation Allowance",Operations/Management,"['industrial', 'engineering', 'manufacturing', 'operations', 'operations', 'communication', 'enterprise resource planning']",both,201,7.0,,Beni Suef,59.0
Operations Manager,Full Time,on-site,Not Specified,Alexandria,18,74.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['government & regulatory liaison', 'factory setup & operations', 'supply chain & logistics coordination', 'project', 'operations']",both,201,5.0,,Alexandria,74.0
Operations Manager,Full Time,on-site,American Egyptian academy,cairo,28,102.0,1,Manager,Not Specified,12000 To 15000 EGP Per Month,Operations/Management,"['operations', 'operations manager', 'microsoft', 'program development', 'business development', 'manager', 'operations', 'communication', 'business', 'budgeting']",both,201,3.0,5.0,Nasr City,102.0
Operations Manager,Full Time,on-site,ALSAKR for Trading and Manufacturing of Machinery and Equipments,Sharqia,56,94.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['operations', 'manufacturing industry']",Male,201,10.0,20.0,10th of Ramadan City,94.0
Operations Manager,Full Time,on-site,EL KHETA,Alexandria,56,135.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['operations', 'educational technology', 'operations', 'operations team leader', 'senior operations specialist', 'google sheets', 'google products', 'operations support system (oss)', 'communication', 'team leader', 'leadership', 'flexibility', 'customer supp']",Male,201,4.0,6.0,San Stefano,135.0
Operations Manager (FMCG),Full Time,on-site,ICONIC FMCG,cairo,28,226.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['administration', 'fast-moving consumer goods', 'operations', 'supply chain', 'operations']",Male,201,5.0,7.0,New Cairo,226.0
Operations Manager Engineer,Full Time,on-site,Green Mass,cairo,28,35.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['civil engineering', 'operations', 'construction']",both,201,5.0,,Cairo,35.0
Operations Supervisor,Full Time,on-site,Anchor Consultancy,cairo,56,71.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['operations', 'medical']",both,201,5.0,8.0,Nasr City,71.0
Operations Team Member.,Full Time,on-site,Advanced Medico Services,cairo,6,20.0,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Operations/Management,"['operations', 'leadership', 'team', 'customer service', 'leadership']",Male,201,1.0,2.0,Nasr City,10.0
Operator,Full Time,on-site,ATC,cairo,13,17.0,2,Experienced (Non-Manager),Not Specified,13000 To 15000 EGP Per Month,Operations/Management,"['fleet', 'fleet maintenance', 'operations', 'operations', 'cctv system', 'monitoring']",both,201,3.0,5.0,Maadi,8.0
Outbound Travel Manager.,Full Time,on-site,Cleopatra Travel,cairo,21,28.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['corporate travel', 'international travel', 'outbound', 'tourism', 'outgoing travel', 'communication', 'travel', 'travel regulations']",both,201,8.0,16.0,Cairo,28.0
Pharmacy Area Manager,Full Time,on-site,Al Ahly Medical Company,Giza,56,70.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['administrative', 'communication', 'financial', 'leadership', 'pharmaceutical', 'pharmacy', 'pharmacy chains', 'sales', 'sales']",both,201,3.0,5.0,Giza,70.0
Planning Manager,Full Time,on-site,Etoile,cairo,15,94.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['analysis', 'commerce', 'engineering', 'fast-moving consumer goods', 'planning', 'production', 'supply chain', 'leadership']",both,201,7.0,10.0,Shubra,94.0
Planning Manager (Home Appliances),Full Time,on-site,Prifix,Alexandria,28,65.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['administration', 'business', 'business administration', 'communication', 'leadership', 'planning', 'project', 'project', 'software', 'strategic planning', 'sales']",both,201,5.0,10.0,Bourj Alarab,65.0
Planning Manager - Home Appliances,Full Time,on-site,Prifix,Alexandria,56,73.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['analysis', 'communication', 'engineering', 'enterprise resource planning', 'manufacturing', 'operations', 'planning', 'production', 'project', 'sales', 'supply chain']",both,201,7.0,15.0,Bourj Alarab,73.0
Planning Section Head,Full Time,on-site,El Teriak Industrial Group,Giza,56,57.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['planning', 'materials', 'plastic', 'industry', 'mechanical engineering', 'engineering', 'inventory', 'communication']",both,201,5.0,7.0,6th of October,57.0
Planning manager,Full Time,on-site,Elsallab steel,cairo,12,158.0,1,Manager,Not Specified,Confidential,Operations/Management,"['demand', 'inventory', 'inventory', 'communication', 'planner', 'project', 'planning', 'to', 'sales', 'training']",both,201,5.0,10.0,10th of Ramadan City,158.0
Plant Manager,Full Time,on-site,Alumil,Giza,28,60.0,1,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Operations/Management,"['manufacturing', 'plant', 'production', 'mechanical engineering', 'communication', 'six sigma', 'aluminum', 'engineering', 'powder coating', 'lean six sigma']",both,201,8.0,10.0,6th of October,60.0
Poultry Slaughterhouse Manager,Full Time,on-site,Not Specified,Ismailia,27,18.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['agricultural science', 'poultry science', 'sales', 'food technology', 'poultry', 'quality', 'business', 'engineering']",Male,201,10.0,15.0,Ismailia,18.0
Production Chemist,Full Time,on-site,Eagle Chemicals,Giza,56,337.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Operations/Management,"['production', 'chemicals', 'alkyd', 'microsoft', 'engineering', 'chemical engineering', 'english', 'quality', 'research', 'microsoft', 'chemical', 'manufacturing process', 'manufacturing industry', 'chemical processing', 'production process', 'polymer', 'paints', 'petrochemicals']",Male,201,1.0,3.0,6th of October,337.0
Production Engineer (Shift Operation Engineer),Full Time,on-site,Not Specified,Sharqia,14,86.0,3,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['engineering', 'industrial engineering', 'production', 'printing', 'mechatronics']",both,201,1.0,4.0,10th of Ramadan City,28.0
Production Engineer (Shift Operation Engineer),Full Time,on-site,Not Specified,Sharqia,13,86.0,3,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['engineering', 'industrial engineering', 'production', 'printing', 'mechatronics']",both,201,1.0,4.0,10th of Ramadan City,28.0
Production Engineer Trainee,Internship,on-site,Olam SVI,Beni Suef,13,30.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,"Paid, Transportation",Operations/Management,"['communication', 'engineering', 'environment', 'internship', 'learning', 'manufacturing', 'production']",both,201,,,Beni Suef,30.0
Production Manager,Full Time,on-site,Pronox,Sharqia,10,22.0,1,Manager,Bachelor'S Degree,"15000 To 20000 EGP Per Month, We Offer Transportation From Salam Station To The Factory",Operations/Management,"['production', 'engineering', 'manufacturing', 'metal', 'furniture', 'autocad', 'solidworks', 'enterprise resource planning']",both,201,5.0,10.0,10th of Ramadan City,22.0
Production Manager,Full Time,on-site,Not Specified,Sharqia,25,154.0,1,Manager,Not Specified,Confidential,Operations/Management,"['lean manufacturing', 'manufacturing', 'production', 'engineering', 'production process']",both,201,10.0,15.0,10th of Ramadan City,154.0
Production Manager,Full Time,on-site,packtec,Giza,25,109.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['engineering', 'manufacturing', 'production manager', 'manager', 'production']",both,201,7.0,10.0,6th of October,109.0
Production Manager,Full Time,on-site,Leopelleworld,cairo,56,196.0,1,Manager,Bachelor'S Degree,"Confidential, Salary Based On Experience",Operations/Management,"['manufacturing', 'production', 'quality standards', 'budgeting', 'communication', 'engineering', 'health', 'health & safety', 'quality', 'safety']",both,201,5.0,15.0,Badr City,196.0
Production Manager,Full Time,on-site,Al shamrani group for trade and investment,Damietta,28,60.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['budgeting', 'quality', 'quality standards', 'safety', 'production', 'manufacturing', 'engineering', 'communication']",both,201,8.0,20.0,Damietta,60.0
Production Manager,Full Time,on-site,Top Chef,cairo,3,50.0,1,Manager,Not Specified,Confidential,Operations/Management,"['engineering', 'microsoft']",both,201,8.0,10.0,Obour City,50.0
Production Manager,Full Time,on-site,Decorative Glass And Arab Union Glass Group,cairo,19,85.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['communication', 'lean manufacturing', 'mechanical engineering', 'lean', 'leadership']",Male,201,5.0,7.0,Obour City,85.0
Production Manager,Full Time,on-site,AUG Pharma,Giza,56,103.0,1,Manager,Not Specified,Confidential,Operations/Management,"['manufacturing', 'pharmaceutical', 'production']",both,201,10.0,15.0,6th of October,103.0
Production Manager,Full Time,on-site,Awazel,"Jeddah, Saudi Arabia",56,253.0,1,Manager,Not Specified,Confidential,Operations/Management,"['enterprise resource planning', 'industrial', 'manufacturing', 'production', 'production', 'planning']",both,201,5.0,10.0,Jeddah,253.0
Production Manager (Glass Manufacturing),Full Time,on-site,M&A Glass Processing Company,Giza,28,132.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['manufacturing process', 'production', 'manufacturing industry', 'operations', 'quality', 'leadership']",both,201,10.0,20.0,6th of October,132.0
Production Manager - Home Appliances Only,Full Time,on-site,Tredco,Sharqia,28,106.0,1,Manager,Not Specified,Confidential,Operations/Management,"['home appliances', 'engineering', 'industry', 'manufacturing', 'production']",both,201,10.0,15.0,10th of Ramadan City,106.0
"Production Manager, Tissue Mill & Convert Paper",Full Time,on-site,Not Specified,Sharqia,56,101.0,1,Manager,Bachelor'S Degree,,Operations/Management,"['chemical engineering', 'production engineering', 'manufacturing', 'converting', 'engineering', 'paper', 'production', 'tissue']",Male,201,10.0,15.0,10th of Ramadan City,101.0
Production Planner,Full Time,on-site,Q Medical Co.,cairo,56,42.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Operations/Management,"['manufacturing', 'planning', 'production', 'production planning', 'mrp', 'enterprise resource planning']",both,201,1.0,3.0,Badr City,42.0
Production Senior Engineer,Full Time,on-site,Kandil Glass,cairo,28,113.0,2,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['engineering', 'manufacturing', 'mechanical', 'mechanical engineering', 'safety', 'production engineering', 'production', 'computer-aided design']",both,201,5.0,7.0,10th of Ramadan City,56.0
Production and demand planner food sector,Full Time,on-site,Olio Food,cairo,24,72.0,1,Experienced (Non-Manager),Not Specified,"Confidential, Medical Insurance - Transportation - Social Insurance",Operations/Management,"['planning', 'production', 'production planning', 'supply chain']",both,201,4.0,6.0,Obour City,72.0
Project Coordinator,Full Time,on-site,Fixcrowd,cairo,13,72.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"15000 To 20000 EGP Per Month, Probation Period: 15,000 EGP After Probation: 15,000 EGP Quarterly Bonus: Up To 15,000 EGP (KPI-Based) Yearly Bonus: Up To 36,000 EGP (KPI-Based)",Operations/Management,"['project coordinator', 'operations coordinator', 'scheduling coordinator', 'service coordinator', 'maintenance coordinator', 'property services coordinator', 'support coordinator', 'project', 'invoicing & documentation', 'supplier & material', 'property maintenance']",both,201,1.0,3.0,Nasr City,72.0
Project Generator & Expert booker,Full Time,on-site,Not Specified,cairo,24,17.0,60,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"400 To 800 USD Per Month, Commission'S",Operations/Management,"['good cummunication', 'english communication', 'project planning', 'booker', 'communication']",both,201,1.0,20.0,Cairo,0.0
Project Management Officer,Full Time,on-site,Al-Amal Al-sharif For Plastic,cairo,56,29.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['project', 'project professional', 'project professional', 'pmo', 'project', 'engineering']",both,201,3.0,5.0,10th of Ramadan City,29.0
Project Manager,Full Time,on-site,TTC Technologies,cairo,56,83.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['project', 'project professional', 'planing', 'engineering', 'project', 'business', 'communication']",both,201,1.0,2.0,Heliopolis,83.0
Project Manager,Full Time,on-site,MTC Egypt,Giza,18,41.0,1,Manager,Bachelor'S Degree,"10000 To 12000 EGP Per Month, Commission Based",Operations/Management,"['project manager', 'project', 'communication']",both,201,2.0,5.0,Giza,41.0
Project Manager - Event Management KSA,Full Time,on-site,Eventum Exhibitions,"Riyadh, Saudi Arabia",28,117.0,2,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['drawings', 'communication', 'project', 'project', 'production']",both,201,3.0,5.0,Riyadh,58.0
Project Manager – Physical Security Systems,Full Time,on-site,CompuGeorge,Giza,56,53.0,1,Manager,Bachelor'S Degree,"Confidential, Bonus Profit Share Car Allowance",Operations/Management,"['computer science', 'information technology (it)', 'project', 'project', 'engineering', 'communications', 'cctv', 'access control system', 'physical security systems', 'english', 'autocad', 'electronics', 'project professional', 'security', 'microsoft']",both,201,7.0,12.0,Giza,53.0
Property Supervisor,Full Time,on-site,Egypt Teda,Suez,5,9.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['property', 'property', 'supervision', 'microsoft', 'facility']",both,201,3.0,5.0,Ataqah,9.0
Public Relations Manager,Full Time,on-site,El Forsan,cairo,6,19.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['advertising', 'communications', 'marketing', 'media', 'public relations', 'public relations (pr)', 'social media', 'planning', 'editing']",both,201,12.0,,10th of Ramadan City,19.0
Quality Assurance Lead,Full Time,on-site,B.TECH,cairo,4,38.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['quality', 'collection process', 'iso', 'microsoft', 'audit', 'microsoft', 'quality assurance', 'quality assurance', 'quality control', 'quality']",both,201,6.0,8.0,Nasr City,38.0
Quality Control Manager,Full Time,on-site,Not Specified,Sharqia,24,88.0,1,Manager,Not Specified,Confidential,Operations/Management,"['engineering', 'data analysis', 'quality assurance', 'quality control', 'quality', 'mechanical']",both,201,4.0,8.0,10th of Ramadan City,88.0
Quality Manager,Full Time,on-site,Professional Service - Proserv,cairo,28,68.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['quality', 'quality control', 'quality manager']",both,201,10.0,15.0,New Cairo,68.0
Quality Manager,Full Time,on-site,Semak,Fayoum,24,37.0,1,Manager,Bachelor'S Degree,"Confidential, Medical And Social Insurance.",Operations/Management,"['quality', 'quality control', 'quality assurance', 'quality', 'pharmacy', 'microsoft', 'communication', 'leadership', 'software', 'time', 'iso 9001', 'pharmaceutical', 'enterprise resource planning']",both,201,4.0,6.0,Fayoum,37.0
Quality Manager,Full Time,on-site,ECC Group,cairo,17,65.0,1,Manager,Not Specified,Confidential,Operations/Management,"['quality', 'quality assurance', 'quality']",both,201,5.0,7.0,Nasr City,65.0
Quality Monitoring Specialist (Call Center),Full Time,on-site,Xceed Contact Center,cairo,28,38.0,5,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['analyst', 'call center', 'quality assurance', 'quality analyst', 'analysis', 'quality specialist', 'gsm', 'telecom', 'quality']",both,201,1.0,2.0,Maadi,7.0
RMC Plant Manager – Navalur Chennai,Full Time,on-site,Boson Infra India Pvt. Ltd,"Chennai, India",28,14.0,1,Manager,Bachelor'S Degree,40000 To 50000 INR Per Month,Operations/Management,"['supervision of plant, machinery, maintenance, vehicle routing, quality control etc. monitor day-to-day program scheduling', 'schedules people, machines, materials, and support services to achieve maximum team efficiency in meeting production requirements']",both,201,10.0,15.0,Chennai,14.0
Reception Section Head,Full Time,on-site,GB Corp,Giza,28,49.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['mechanical engineering', 'engineering']",both,201,3.0,5.0,Abu Rawash,49.0
Restaurant Assistant Manager,Full Time,on-site,Ruty lounge,cairo,56,14.0,2,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['manager', 'restaurant', 'administration', 'hospitality', 'microsoft', 'restaurant', 'restaurant software']",both,201,3.0,5.0,Madinaty,7.0
Restaurant Manager,Full Time,on-site,gheya,Giza,56,30.0,1,Manager,Bachelor'S Degree,8500 To 9500 EGP Per Month,Operations/Management,"['restaurant', 'beverage', 'food', 'food and beverage']",both,201,6.0,9.0,6th of October,30.0
Retail Operations Manager,Full Time,on-site,Holosophy,cairo,28,102.0,1,Manager,Bachelor'S Degree,"25000 To 35000 EGP Per Month, Depending On The Experience Salary Will Be Decided Exactly After The Interview",Operations/Management,"['inventory', 'communication', 'leadership', 'procurement', 'retail', 'operations', 'communication', 'supply chain', 'software', 'sales', 'analysis']",both,201,1.0,3.0,Cairo,102.0
Retail Store Manager,Full Time,on-site,Triple A Alahram,Alexandria,28,27.0,3,Manager,Bachelor'S Degree,"Confidential, Commission & Bonus",Operations/Management,"['retail', 'sales', 'sales target', 'customer service', 'leadership', 'sales', 'manager', 'communication', 'business administration', 'business', 'administration', 'microsoft']",both,201,3.0,5.0,Alexandria,9.0
Retail Store Manager,Full Time,on-site,Hoopoe Tech,Giza,56,61.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['communication', 'sales target', 'leadership', 'electronics', 'retail', 'sales', 'sales', 'team', 'operations']",both,201,5.0,,Giza,61.0
Sales & Export Manager (Lime Products),Full Time,on-site,Not Specified,Giza,10,73.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['export sales', 'export', 'export development']",both,201,10.0,15.0,Sheikh Zayed,73.0
Sales & Marketing Manager (C1 in English),Full Time,on-site,HSE Contractors for CPM Scheduling Consultants,Giza,56,64.0,1,Manager,Bachelor'S Degree,"Confidential, Unlimited Commission With USD",Operations/Management,"['leadership', 'english', 'marketing', 'sales', 'communications', 'analytical', 'customer relationship', 'sales', 'microsoft', 'sales target', 'business development', 'engineering services']",both,201,8.0,20.0,Dokki,64.0
Sales & Marketing Team Leader,Full Time,on-site,Not Specified,cairo,28,38.0,10,Manager,Bachelor'S Degree,20000 To 25000 EGP Per Month,Operations/Management,"['marketing', 'media', 'communication', 'social media', 'market research', 'customer relationship', 'business administration', 'sales target']",both,201,3.0,5.0,Maadi,3.0
Sales Manager,Full Time,on-site,Jokey Egypt Industry,cairo,11,67.0,1,Manager,Not Specified,Confidential,Operations/Management,"['b2b sales', 'communication', 'business', 'customer service', 'customer relationship', 'marketing', 'negotiation', 'sales', 'sales', 'sales target', 'business-to-business', 'factory', 'sales manager']",both,201,10.0,20.0,Badr City,67.0
Sales Manager,Full Time,on-site,Maxevia Corporate,cairo,28,33.0,2,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['sales manager', 'sales', 'manager', 'administration', 'business', 'business administration', 'customer service', 'education', 'people', 'sales', 'sales target']",both,201,7.0,12.0,Badr City,16.0
Sales Manager,Full Time,on-site,Wadi Degla Trading,cairo,27,106.0,3,Manager,Bachelor'S Degree,"Confidential, Bounce Commission",Operations/Management,"['sales', 'engineering', 'sales engineering', 'data center', 'ups', 'heating, ventilation, and air conditioning', 'diesel generator', 'electrical', 'sales target', 'english', 'cctv', 'sales', 'electrical power']",both,201,4.0,9.0,Maadi,35.0
Sales Manager,Full Time,on-site,Starcom,cairo,56,51.0,1,Manager,Not Specified,"10000 To 15000 EGP Per Month, Commission",Operations/Management,"['sales', 'sales manager', 'sales target', 'sales', 'people', 'lead generation', 'team leadership']",both,201,3.0,20.0,Cairo,51.0
Sales Manager,Full Time,on-site,Lemonspaces,Red Sea,56,10.0,1,Manager,Not Specified,Confidential,Operations/Management,"['customer service', 'english', 'microsoft', 'sales', 'sales', 'business', 'sales target']",both,201,5.0,,Red Sea,10.0
Sales Manager,Full Time,on-site,Not Specified,Giza,11,44.0,1,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['sales', 'sales', 'sales target', 'planning', 'marketing', 'outdoor sales', 'sales', 'indoor sales', 'business development', 'communication', 'negotiation', 'business administration']",both,201,10.0,15.0,Mohandessin,44.0
Sales Manager - Real Estate,Full Time,on-site,Arkan Developments .,cairo,11,40.0,1,Manager,Bachelor'S Degree,30000 To 40000 EGP Per Month,Operations/Management,"['communication', 'sales', 'sales', 'sales target', 'real estate sales', 'digital marketing', 'leadership', 'marketing', 'real estate', 'property']",both,201,10.0,15.0,Badr City,40.0
Sales Operation Supervisor,Full Time,on-site,Etqan Consultancy,cairo,24,56.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Operations/Management,"['business administration', 'customer relationship', 'communication', 'project', 'operations', 'marketing', 'sales', 'sales operations', 'sales', 'real estate', 'sales target']",both,201,5.0,7.0,Cairo,56.0
Sales Operations Assistant Manager,Full Time,on-site,Minlo,cairo,24,47.0,1,Experienced (Non-Manager),Not Specified,Confidential,Operations/Management,"['communication', 'computer', 'english', 'operations', 'after sales', 'analysis', 'budgets', 'monitor budget', 'sda service']",both,201,7.0,9.0,Nasr City,47.0
Sales Operations Specialist/Senior,Full Time,on-site,United Distributors,cairo,10,52.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Operations/Management,"['sales', 'fast-moving consumer goods', 'microsoft', 'sales', 'communication', 'administration']",Male,201,3.0,5.0,Zamalek,52.0
